Total Population,Median Age,White,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Median income,Total poverty,Income below poverty (White male),Income below poverty (White female),Income above poverty (White male),Income above poverty (White female),Income below poverty (Black male),Income below poverty (Black female),Income above poverty (Black male),Income above poverty (Black female),Year,State FIPS,State Abbr,District
776026,32.6,376085,333007,2236,14866,357,16216,375532,400494,98026,197648,66124,18684,47440,231660,62032,18766,43266,111906,133161,137075,64615,32825,591761,112923,26517,759637,35637,41886,148608,141800,34225,43587,113115,135427,2018,48,TX,30
776383,32.2,373783,284492,2536,30604,961,15123,389397,386986,117010,198025,84737,26010,58727,212429,75787,25388,50399,113453,133671,130448,70963,39115,603316,113462,25921,754592,32506,39642,154619,137179,29398,39812,97844,108676,2018,48,TX,18
785386,35.2,528895,93017,2946,60012,881,20699,392231,393155,96585,216776,76804,31227,45577,222897,76026,34515,41511,58717,102451,146760,137955,79125,623995,96353,39004,775445,19908,23314,242228,237713,5898,7500,36400,40670,2018,48,TX,2
798543,32.0,657125,42782,7031,24367,1328,23741,393658,404885,74143,235066,54869,18669,36200,246088,56515,24452,32063,92291,130706,152780,80099,41070,625707,100064,25565,784435,53138,65749,263504,264899,3746,3018,17464,16750,2018,48,TX,20
829808,34.6,625171,96375,3557,42159,2260,36133,411248,418560,47477,259268,39711,17805,21906,266815,44237,22833,21404,42256,120065,181999,124417,64200,645904,87974,33908,813821,22245,28066,279862,283473,7761,9391,37854,38543,2018,48,TX,31
768407,36.6,635522,58032,4004,23822,2152,27496,380096,388311,31858,257369,28303,13155,15148,268190,28747,14378,14369,48567,114861,152264,121711,71128,613747,92979,33231,733255,26823,33878,275081,276251,3599,4787,21392,20945,2018,48,TX,25
764700,35.5,525410,100693,2701,66632,262,25603,377223,387477,100075,204973,80248,33498,46750,221113,77654,33810,43844,68286,87796,132389,141421,84255,614192,82875,36528,758716,22911,25758,235923,236302,7023,9347,40749,42794,2018,48,TX,32
795908,37.6,682249,30414,3744,28707,472,25454,395364,400544,44526,275237,37291,14984,22307,287151,36169,17738,18431,37839,102694,157943,159936,92644,663796,82548,35257,779350,30129,36884,300402,301748,2506,2880,12337,11121,2018,48,TX,21
842866,36.9,579850,80405,4046,130808,624,27078,414149,428717,97581,218197,83392,38844,44548,235369,85046,43159,41887,33369,74793,147049,188697,109123,662105,106609,46000,838420,15546,18262,270368,272936,3561,4329,33855,38154,2018,48,TX,3
738929,39.2,599689,76865,5366,8638,406,19465,365321,373608,32578,249078,23503,7381,16122,263372,21832,7981,13851,65840,161228,160712,73213,34798,588717,89280,27283,720426,29721,38738,259596,260209,8753,12210,25110,26419,2018,48,TX,4
710847,35.9,604490,39125,5387,14784,579,22956,362108,348739,47024,238114,32782,10111,22671,233265,28707,9533,19174,75627,140507,151978,65968,28865,562391,85668,27096,673768,33023,44640,251805,249591,4421,5090,10452,10216,2018,48,TX,13
848154,35.0,662700,68317,4219,55394,473,30411,417957,430197,59465,252557,48549,21575,26974,267301,51223,24495,26728,39740,99885,165301,160467,77140,658355,85498,39754,834738,19739,24997,304146,304751,2822,3716,28505,30897,2018,48,TX,26
781992,32.5,286485,293876,1813,92427,542,13830,381518,400474,167869,151608,125590,47504,78086,174470,124426,51211,73215,107835,129578,134267,78047,43843,610298,111936,25760,778073,24906,30370,117801,111456,23447,29937,110856,128037,2018,48,TX,9
749828,28.0,681774,4921,10649,14139,5538,20621,375874,373954,32668,234588,24168,9276,14892,236401,26605,11584,15021,22959,68951,147234,111075,58456,559977,81329,27131,734760,30585,35673,304635,297479,398,424,2058,1806,2018,49,UT,3
752756,32.6,622538,9233,8410,19396,8836,22324,380609,372147,46635,239486,34035,11585,22450,236914,34107,13480,20627,44755,110539,160057,93860,56519,578946,77318,28080,738678,29805,34845,278054,269433,1536,914,3882,2415,2018,49,UT,2
751772,30.6,675526,8452,7593,10523,2670,22539,379396,372376,25112,239390,19626,7950,11676,238116,20541,9117,11424,33091,112137,159317,88310,41707,554912,74589,30065,743368,28114,32675,307531,299941,993,695,3900,2580,2018,49,UT,1
790994,31.1,652218,13256,6005,25752,10052,24395,396889,394105,53027,229478,39870,15601,24269,233239,39737,16706,23031,42555,115697,172113,97992,44741,579810,75241,31688,781157,19952,24392,300521,300044,1632,1969,5218,4016,2018,49,UT,4
624977,42.9,589546,8058,2106,10579,184,12078,307973,317004,13289,235196,11761,6302,5459,244705,14969,8471,6498,32707,128172,114710,97034,67072,528827,38959,30486,600334,27488,33447,252079,254842,821,842,3023,2296,2018,50,VT,1
738833,34.5,330952,341156,2558,19693,744,29698,356040,382793,18730,253604,17904,9130,8774,280566,19820,11675,8145,53685,134958,168221,78508,50073,597141,72016,29022,710740,14333,16585,144666,142928,30623,43064,118487,135800,2018,51,VA,3
765419,37.6,400897,315022,2535,13614,481,23575,373187,392232,19879,272950,17556,8128,9428,293855,18586,9991,8595,68366,147697,155843,95249,57822,630802,78745,29130,730708,15558,21055,175163,175723,27929,41216,107256,120678,2018,51,VA,4
738568,35.8,498567,146724,2316,41058,733,34892,369635,368933,27260,260039,27771,16088,11683,258299,32569,19811,12758,38579,113098,171958,104970,66214,604640,66329,32894,703206,14298,18872,220843,220674,10208,12354,55967,60722,2018,51,VA,2
750774,39.8,624339,83186,1595,14159,218,20354,364589,386185,25355,268255,18818,7218,11600,292958,18183,7533,10650,64044,163994,139671,85506,53520,624803,69164,26668,715134,31121,41772,259257,265510,9587,11932,27358,28565,2018,51,VA,6
785774,39.0,571990,129096,2830,25209,550,32520,389503,396271,29326,263901,29379,16786,12593,270267,34186,19950,14236,46286,134369,154238,116862,75653,630651,74123,38358,768333,13633,17111,263184,266254,5795,7725,54822,56992,2018,51,VA,1
826914,38.0,585512,58269,2058,120691,663,37394,411431,415483,74944,218700,79668,46763,32905,220858,86847,52538,34309,40852,86502,114641,164546,136784,644530,82754,51024,819747,10667,15392,278686,276343,1633,2040,26773,25982,2018,51,VA,10
734216,42.8,550656,143207,1410,13438,180,17868,357275,376941,19764,267596,15210,5657,9553,289351,16031,7626,8405,71870,155022,145877,83039,61414,615000,78017,27266,703361,25960,34899,232569,238939,13509,17325,48434,55297,2018,51,VA,5
777354,39.7,552098,140075,2221,39780,403,25637,379454,397900,38519,251590,34057,17113,16944,273984,35773,18910,16863,49060,130267,144993,128953,80399,628369,73860,36872,764790,16323,20158,250577,258797,6700,9305,56044,62533,2018,51,VA,7
791509,36.7,457162,104792,2274,142558,941,40661,391001,400508,117323,184227,109633,59895,49738,186423,121290,66927,54363,45967,79580,110014,155136,138858,633436,84317,49028,782202,10496,13769,213708,213199,4700,5714,45754,46946,2018,51,VA,11
711468,42.7,646502,38840,1346,10100,227,10806,354298,357170,11088,277895,8899,3322,5577,284365,8405,3734,4671,83002,165437,148297,61791,41040,603453,77599,22449,677726,50766,59468,254658,257148,4317,4976,11221,11584,2018,51,VA,9
792945,35.8,503985,112918,1829,91203,537,35808,392161,400784,120212,204099,102737,49865,52872,207297,111946,56505,55441,51109,70156,95836,169929,180597,648895,66118,54999,786160,12905,16411,237726,233192,6809,9346,46131,48930,2018,51,VA,8
742135,38.6,583213,9457,8764,81987,1586,34608,372670,369465,68041,227152,54972,24290,30682,226809,58361,28328,30033,31050,99981,161801,142024,81810,596534,74476,42416,733966,15873,20843,273682,266985,652,432,4223,3466,2018,53,WA,1
705266,37.8,618398,10528,11987,17155,2866,31644,351153,354113,21322,255116,18041,7758,10283,260214,20180,10909,9271,34112,114302,184498,87145,53050,579435,67080,27124,677587,39491,44075,255854,258350,1568,1001,3327,3067,2018,53,WA,5
730430,38.0,563575,22381,8520,64342,4190,44079,363249,367181,50866,240331,46241,25016,21225,238660,53718,29381,24337,40229,117722,185659,105088,53765,603508,65399,32737,716637,25577,31655,249722,245932,1513,1780,10470,7802,2018,53,WA,2
698764,41.8,569583,24321,13606,29611,3957,45323,351228,347536,19443,261636,19187,10811,8376,253933,26504,16754,9750,38303,123775,189601,92961,56684,584450,67709,31397,679958,27621,33336,250608,244618,2624,2553,10253,7293,2018,53,WA,6
719101,39.9,621741,9602,6192,23879,4234,35319,355914,363187,28767,242491,27281,14176,13105,249985,30111,16641,13470,44615,128946,193195,81819,44294,579988,72176,31085,711310,29580,36602,273825,275672,919,627,4346,3310,2018,53,WA,3
735240,35.8,537171,46375,10723,48291,12608,57547,365365,369875,32387,245378,29229,15800,13429,244840,40558,24184,16374,40407,125838,185174,91257,47558,588934,77507,33268,721483,24120,31777,236700,235090,3683,3360,20458,17447,2018,53,WA,10
719814,33.9,549137,9158,18935,11040,611,27777,363388,356426,84870,199579,56851,15294,41557,201336,53015,16589,36426,91570,119351,142483,57345,33838,544443,74811,26743,709673,34117,41355,236499,230217,1403,715,3569,2810,2018,53,WA,4
768042,36.6,564521,32697,4156,92687,3495,49371,385271,382771,68546,262528,60670,26065,34605,261072,61899,31986,29913,28078,62055,135194,200450,143934,662978,55270,46355,751252,20328,21547,258709,254230,3750,4472,12438,10932,2018,53,WA,7
738464,36.9,370763,84821,5235,172756,10296,49520,371574,366890,108613,187977,101789,50446,51343,187419,102375,56785,45590,53884,98693,145204,136696,83952,606528,74998,37259,729978,14256,16794,171217,163516,10456,10337,32611,30425,2018,53,WA,9
737080,38.0,567895,20514,6930,65681,4200,41607,365853,371227,53938,228227,45247,20461,24786,231960,48589,25657,22932,42473,118353,162136,109836,59755,584657,74209,38001,729864,18846,24450,261722,258036,2191,2009,8456,7553,2018,53,WA,8
591379,43.0,553676,22101,1186,3072,116,9229,290608,300771,2895,225762,2513,1106,1407,238709,2808,1550,1258,71114,176761,105445,41622,26276,490678,76229,21680,574904,50332,62025,213872,214689,2643,3393,6977,6369,2018,54,WV,3
614325,41.4,579158,15485,1156,6282,150,10038,306219,308106,6462,239327,5734,2073,3661,245704,4795,2350,2445,45630,169663,114080,58859,40410,516170,68309,24840,591120,40444,50198,236541,234071,2195,1685,4456,3400,2018,54,WV,1
623350,42.6,571511,29142,1326,5180,84,12872,307369,315981,5270,234100,5357,3060,2297,244126,6746,4168,2578,57486,177112,113043,57551,37032,513771,66027,26943,610477,35965,45123,239237,239968,3651,3892,10586,9740,2018,54,WV,2
717432,40.7,627723,40385,3169,13020,178,18647,356031,361401,18267,253964,17595,8524,9071,263551,17200,9301,7899,40307,152455,160523,92949,47238,583160,54260,32237,702045,22342,28238,283337,284045,4686,6381,12437,12704,2018,55,WI,1
723040,41.4,659144,17178,2300,21152,232,14176,355782,367258,17241,259939,16296,7862,8434,275264,16770,9590,7180,28108,137163,154260,125799,63439,596522,45080,35866,709078,17852,23299,301657,304577,1956,1976,5782,6331,2018,55,WI,5
754999,36.4,648749,33959,2730,32951,245,22082,375352,379647,32265,265874,26084,9472,16612,276325,24007,10855,13152,29520,117964,144193,127935,81694,619058,45728,34084,736803,29116,34290,285823,285018,4089,5472,12253,10810,2018,55,WI,2
719855,38.5,672488,8088,3951,16196,479,12485,362157,357698,9752,275413,8589,3797,4792,275086,8636,4890,3746,36241,158186,158781,79743,41117,593513,45548,27737,688349,35579,43782,287436,279451,961,906,2202,1477,2018,55,WI,3
713066,32.9,363383,240961,3777,29751,277,27180,343480,369586,43018,218635,33341,12354,20987,250380,30278,12889,17389,66292,129341,130700,78323,47749,561240,72770,25575,695805,24817,27729,148656,150809,35312,46134,72381,83200,2018,55,WI,4
708307,44.2,660964,5347,13776,11710,300,12920,357045,351262,7115,270944,6763,3560,3203,268742,7688,4514,3174,40781,176544,169252,78282,37736,581566,42295,29412,694912,27365,34330,299101,289563,528,543,1989,1198,2018,55,WI,7
713439,41.8,660592,12658,3057,17676,154,12574,358518,354921,12898,268474,12371,6020,6351,267664,12249,6687,5562,38362,171903,158383,87985,40408,588393,51392,31053,688906,24115,32317,295098,290777,1399,1072,3264,2729,2018,55,WI,6
728256,40.3,652923,10168,17662,16900,110,15926,364011,364245,16177,265358,13152,5505,7647,270571,12248,5409,6839,37563,173014,160563,91194,38899,590778,46316,31292,712315,21739,28604,296918,292739,1653,1756,3005,2496,2018,55,WI,8
581836,37.3,532008,5540,14053,4756,539,15579,296979,284857,12581,216909,9006,3241,5765,208176,10026,3958,6068,27644,111899,145071,67697,36980,465946,42340,31382,567950,24146,30276,240143,225679,164,466,2949,1495,2018,56,WY,1
714379,40.0,476608,196110,7171,10060,126,16066,343775,370604,9579,251895,9610,5080,4530,280876,9791,5822,3969,60194,160792,145618,81697,44051,580449,86904,27309,700436,20913,28704,207263,212331,22029,30161,64977,73211,2020,01,AL,1
678978,39.0,428998,212267,2769,9064,153,17909,329253,349725,11273,242798,8356,3347,5009,266754,9471,4400,5071,65570,146658,142783,67388,42168,553689,79435,26120,657553,21580,28628,182354,185870,22860,32191,70863,76933,2020,01,AL,2
713404,38.6,490206,183979,2037,13863,542,15125,345801,367603,14129,255569,10562,4093,6469,280836,10179,4273,5906,68442,148103,152690,64910,46504,583718,79825,26043,692268,28497,35310,206723,208422,16468,25503,64213,69046,2020,01,AL,3
687640,40.9,595142,48093,5165,3949,284,18464,337291,350349,17991,245116,11927,3343,8584,263201,10884,3013,7871,80315,160225,149529,54053,32335,558128,77422,25358,678616,35415,49042,252946,250660,5864,7190,16542,16901,2020,01,AL,4
728414,39.7,544470,130136,4374,12550,644,22813,356550,371864,16978,261508,14202,5788,8414,279767,14302,7146,7156,57678,132099,147204,105858,61438,597997,80553,30347,710822,23290,32012,239739,240256,10243,15836,46672,50237,2020,01,AL,5
708092,39.3,546596,115047,1974,11931,142,18377,342197,365895,17342,244758,13266,5674,7592,270822,14195,6132,8063,43449,121207,141236,113268,68425,571779,73374,35100,695530,19150,24991,242129,252755,6652,9108,44419,50594,2020,01,AL,6
662279,36.5,220814,415687,1274,6492,151,10568,310867,351412,13833,229189,9343,2316,7027,273387,7710,2277,5433,63299,145258,134613,59500,35449,543514,76641,21730,636389,14358,17369,87523,86518,48742,68360,135770,153646,2020,01,AL,7
736990,34.6,466961,23894,107298,47289,10485,68832,384653,352337,23787,265813,24547,14504,10043,234719,28552,17517,11035,33176,137486,167807,90161,54806,582468,34500,34881,719445,15415,17416,225427,199084,1166,1328,10768,9175,2020,02,AK,1
732897,40.7,575422,29479,10634,23453,1795,54496,361899,370998,36555,254189,32639,17063,15576,257851,42197,24089,18108,43361,104165,183169,104743,78719,610817,76600,30616,713271,31591,38136,241698,252406,3008,2586,11509,10000,2020,04,AZ,2
811947,48.2,695527,14632,14065,10391,1120,42105,408718,403229,31592,301520,29092,13943,15149,294754,31901,16949,14952,67157,178408,232286,77447,45465,683772,93165,28073,783855,37130,43931,296055,300104,798,820,5123,4959,2020,04,AZ,4
842222,38.9,686114,30523,8728,40566,1156,46915,411372,430850,40664,267558,35519,18061,17458,281199,45297,25317,19980,34047,119220,201065,136130,74451,667725,86058,38164,837967,21970,27971,311997,320884,1281,1372,14299,13263,2020,04,AZ,5
827379,30.1,487133,81592,21508,20646,1342,83640,413783,413596,143959,193269,97912,29821,68091,196072,96637,30871,65766,140380,139064,132018,51451,25097,626099,125596,25854,814483,49521,58603,191557,180660,9665,11949,29732,28541,2020,04,AZ,7
793633,33.7,562877,52642,23928,44108,3263,56957,401365,392268,68915,264774,54453,19690,34763,261373,52494,22872,29622,46169,100895,171068,134725,83115,658387,82101,35371,778359,32192,35698,247298,237373,5759,5858,21155,19124,2020,04,AZ,9
772404,38.2,487226,19697,174686,11309,1814,46535,390542,381862,23318,276637,22021,10555,11466,272143,22556,12119,10437,64976,137180,177297,80162,53558,623516,113709,27442,738564,27141,30101,206846,202303,1523,1808,7266,6107,2020,04,AZ,1
780637,32.4,501785,35860,34777,13743,1592,75577,393265,387372,85959,215333,74469,34815,39654,202621,84347,41768,42579,105183,132095,155101,54065,28766,611812,112151,25408,752302,40944,48250,199731,196700,3076,2717,13731,13319,2020,04,AZ,3
806918,42.3,652384,24705,15645,42375,1086,44800,397319,409599,56502,262708,51019,24629,26390,276954,55214,29544,25670,40217,103540,177956,161620,103229,674085,79117,39798,801529,27460,32259,292761,296937,2476,2586,9678,9614,2020,04,AZ,6
806027,42.4,644030,35975,7043,32599,1465,48572,386716,419311,31359,263309,32135,19534,12601,290181,42072,25841,16231,46429,137421,207491,110885,65070,659159,81056,34794,792669,21896,28275,284424,300736,1572,2200,15566,15442,2020,04,AZ,8
765408,37.4,536459,175099,2851,12259,557,24075,369585,395823,20323,263748,15601,5199,10402,294270,14839,6085,8754,48596,154156,153029,97796,60852,618265,77752,29919,747459,26221,31971,229884,235866,17175,23455,61430,68773,2020,05,AR,2
820935,35.7,659985,22997,8253,25350,8416,49876,407067,413868,52814,265515,38471,12906,25565,282138,33688,12155,21533,70705,158328,149496,99805,56179,653562,91936,28813,802406,36142,45033,281489,282130,2077,3025,8486,7409,2020,05,AR,3
720941,39.7,554004,124139,2527,4005,443,27990,357777,363164,9482,265276,7049,2142,4907,276041,6263,2447,3816,73485,189436,147662,55344,29183,583432,82372,24522,690726,34182,43427,228623,228932,15764,23582,36994,38810,2020,05,AR,1
704589,41.1,519511,135605,5515,4516,1039,18039,344082,360507,15499,252822,10323,3212,7111,271448,11549,4075,7474,67574,184892,146668,55703,27833,573547,81191,23787,682994,32248,41019,216340,216823,16740,22877,42755,46507,2020,05,AR,4
704482,42.2,594428,10719,12112,20816,1575,42749,353464,351018,22082,261002,20601,10557,10044,259750,23245,12414,10831,48418,121284,202535,82668,42644,588892,81843,27974,681820,38871,43723,245830,250485,1057,1299,3313,2129,2020,06,CA,1
714171,44.5,558516,10561,15208,27191,1428,49958,353057,361114,48772,238030,42925,19523,23402,247188,44256,23019,21237,45973,91091,159979,132894,86996,597830,67807,37361,698723,24288,28821,245091,251712,963,787,3821,3191,2020,06,CA,2
746967,35.3,481579,47466,7879,87019,4546,66801,373506,373461,65073,220866,64052,32874,31178,221532,67407,36807,30600,70515,114277,170573,79464,49408,602656,94129,31979,723887,25238,32592,208003,206397,3035,3335,18652,17690,2020,06,CA,3
750420,44.5,622942,10655,6957,43515,1722,43806,372802,377618,24934,262824,30758,20094,10664,264847,36827,24000,12827,33742,111698,206745,126837,64541,623637,81974,37962,738534,23701,27539,281380,283680,501,476,4174,3500,2020,06,CA,4
724984,40.9,438619,44703,5300,82455,3226,57198,353792,371192,68605,209077,70088,36716,33372,225240,74322,42759,31563,61618,104296,178208,112497,59419,604131,69484,37726,714217,14789,19078,194941,203494,3081,4575,16872,19281,2020,06,CA,5
764174,34.3,367986,94644,5369,128125,9801,73564,374721,389453,82480,200800,78546,42258,36288,217035,83576,48150,35426,75007,118743,163487,98926,54080,607684,90243,31453,754153,24250,28645,153806,156571,10644,10990,34158,36962,2020,06,CA,6
762260,38.4,456785,55200,4032,130737,7566,68859,370533,391727,54833,215310,65173,41275,23898,228832,74360,50079,24281,49113,104815,191911,115620,61606,616070,88503,37422,753117,17272,21023,202201,212580,4424,4244,21643,22275,2020,06,CA,7
729399,34.2,510876,56950,9628,25736,2900,65346,366846,362553,48134,214604,48177,25499,22678,216023,49115,26331,22784,76718,133155,169613,48872,29205,559998,110575,26640,711039,35470,42358,212668,208930,6204,9836,18777,18808,2020,06,CA,8
757213,34.6,510169,26447,6007,58717,5519,73634,377896,379317,76529,199718,72889,35944,36945,208050,73088,38674,34414,90498,142368,162558,61920,25791,587751,102965,31092,749128,27911,34590,220871,221533,1718,1770,11048,10852,2020,06,CA,10
760284,40.0,416094,58679,3313,116452,3419,68475,372317,387967,92822,199003,87675,45174,42501,207297,99309,56427,42882,60147,85912,144431,147526,94687,622439,86815,42941,752451,12774,15420,191451,192360,3943,4735,23864,24982,2020,06,CA,11
760817,36.9,307302,123523,5942,161902,4811,64325,369768,391049,97428,205595,92700,46281,46419,220693,101723,56539,45184,68518,80699,118720,155494,122503,642396,82230,41715,742246,11510,14127,137707,136457,10155,14440,45865,50990,2020,06,CA,13
788527,38.9,313722,44602,4290,286682,7705,59695,391046,397481,118648,170670,126874,73701,53173,172946,137386,82127,55259,54417,99080,138089,159142,102649,638318,91789,50381,781291,8375,10468,147137,144538,2749,2903,18651,18897,2020,06,CA,15
776763,36.1,205570,18182,3248,440221,3464,45057,398055,378708,196080,131480,183332,88751,94581,115071,182846,98217,84629,45473,73649,102753,165289,167316,638491,95603,57688,766800,5544,6054,99691,89283,943,1369,8363,6774,2020,06,CA,17
758327,37.0,311007,20972,5496,225742,3060,70934,382430,375897,113729,165103,129295,73650,55645,157933,134221,82513,51708,92713,96272,133296,122693,70127,615730,89228,39460,749888,9160,11072,147468,139703,1090,890,9082,9256,2020,06,CA,19
736750,35.1,421171,15146,5184,39756,2439,54878,370218,366532,122751,190636,88489,27711,60778,189871,89099,33477,55622,105152,91857,135152,82958,55767,588087,89955,31203,707469,17572,22136,181333,184098,973,786,5103,4892,2020,06,CA,20
769728,32.9,503478,23242,7697,67975,1019,63935,379163,390565,72765,201415,64267,29146,35121,218281,65646,33905,31741,82017,107221,162973,79653,43930,584693,101068,30724,760169,32858,42515,209006,213122,2485,2449,9363,8278,2020,06,CA,22
736030,36.2,560067,13441,7582,35442,792,62502,369878,366152,78076,231827,61845,23416,38429,229762,62471,26432,36039,66016,86099,152923,101881,65985,610655,79401,32329,699679,27080,33346,239580,240524,1014,1282,4419,3766,2020,06,CA,24
724221,38.0,548370,13842,6273,46806,1664,62692,358973,365248,79470,197686,74921,35183,39738,204356,77936,42705,35231,75465,92586,152759,104007,61972,584774,85493,34335,712320,21351,27610,245941,245870,610,588,6125,5580,2020,06,CA,26
712193,39.8,468226,21238,3163,94134,922,46264,354127,358066,100671,177274,120965,73850,47115,161360,142714,95496,47218,61244,92671,137362,173457,88263,620152,74685,36343,706610,27226,34053,206664,197060,2014,1360,9201,7894,2020,06,CA,28
715422,35.0,364802,26951,4334,55855,1046,51732,354373,361049,148716,131158,140753,68978,71775,130208,150037,81962,68075,139970,115681,122709,77564,24934,581232,107837,26318,709058,25574,32337,154067,149340,2663,3538,10168,9952,2020,06,CA,29
752561,33.3,411880,76508,5192,59832,1818,67699,369243,383318,78142,199552,71913,35216,36697,209628,78313,40781,37532,89254,121542,151422,74384,44243,592696,113117,29778,730996,24388,31491,170672,173202,5932,7877,27483,31441,2020,06,CA,31
708972,40.8,495502,23787,1655,108922,757,51827,343707,365265,60572,207211,67933,42610,25323,214678,84981,55792,29189,19808,46541,104732,194985,144601,598600,78677,57557,687729,13994,19044,227379,225062,1559,2274,8923,9450,2020,06,CA,33
748454,32.7,317536,47879,9022,56467,2169,74491,374529,373925,112872,173815,101244,47599,53645,171138,107034,53918,53116,122838,123715,139643,59251,21568,588160,124347,26903,728668,18534,22631,135115,133777,4952,4452,16132,19055,2020,06,CA,35
727449,35.6,306726,159394,4279,75554,1148,53923,352609,374840,119758,179864,103331,45589,57742,194964,113331,56889,56442,94838,85998,123053,125235,84860,613257,95884,32962,713768,18778,21796,131842,128369,14257,17665,56933,68473,2020,06,CA,37
706482,37.5,286460,28204,5529,113558,2268,51210,345403,361079,80819,169646,95726,58076,37650,174222,109913,71035,38878,89905,125747,145495,82518,36781,578024,105714,30941,697422,11418,13952,127759,128592,1631,1567,11025,13123,2020,06,CA,38
708362,31.6,331683,32618,7282,16789,1200,53606,356180,352182,178569,118288,136272,48252,88020,120490,137465,54232,83233,179365,110223,95014,35913,13409,547324,122613,23613,703967,31673,40219,133506,124409,3636,4478,11352,12613,2020,06,CA,40
822515,35.4,480788,48652,4935,79065,4135,70476,410730,411785,61364,227799,70374,43919,26455,224797,79318,48385,30933,64711,130728,191706,95813,46592,641116,120947,34931,814822,15621,21516,221325,219214,2079,1649,21840,21749,2020,06,CA,42
711773,33.1,287810,106527,5736,42097,3926,54940,348739,363034,132828,138154,113800,49404,64396,151572,118810,56295,62515,152072,115386,115808,46635,17894,553771,114246,25210,703862,22063,26058,120435,115643,9318,11446,38617,45530,2020,06,CA,44
730071,33.2,363657,13900,5282,100193,2631,50964,366517,363554,155317,145378,131580,56537,75043,142686,134207,62006,72201,141425,111383,119590,72756,26120,583746,109418,27657,713881,23857,28386,152583,148759,924,974,5393,5907,2020,06,CA,46
709979,37.5,359711,50611,3820,164936,2887,45023,351292,358687,82832,178692,95612,56490,39122,181466,103292,64198,39094,87189,91446,147694,110767,55989,584603,94900,33283,701702,19258,22498,158938,153903,4377,5056,19397,21030,2020,06,CA,47
741671,37.9,555858,18975,4568,54995,2706,63305,372287,369384,53544,227115,56769,33752,23017,216024,68607,41697,26910,45177,74890,147067,138671,89950,597861,78054,39975,721641,16306,20939,249553,254693,1111,1148,8451,6595,2020,06,CA,49
736161,33.2,438182,49702,6513,58121,3482,70622,375719,360442,121012,176733,104631,51168,53463,148258,121057,61179,59878,129602,124964,138350,54067,21251,582275,121540,24224,702098,34571,43523,174561,170651,4299,5903,17108,15212,2020,06,CA,51
769064,35.7,466651,62218,4563,107433,3045,70579,383410,385654,64885,234820,72172,43917,28255,222474,89720,57860,31860,51583,94390,181536,135290,76718,643041,88506,38375,758389,22857,23046,210383,202833,4584,6198,26618,23624,2020,06,CA,53
775716,35.1,395635,70719,4927,115476,3839,103240,381416,394300,81839,198224,79629,40816,38813,208077,83250,45463,37787,89977,133831,163986,71269,34475,606028,111136,31259,761157,20309,24675,169769,171820,5273,7192,26685,29186,2020,06,CA,9
763777,38.0,360359,39861,3434,246877,2917,55196,391837,371940,95447,222289,118192,69362,48830,196353,126166,84207,41959,66995,67851,106806,219726,152071,676807,55777,58119,753371,14227,13303,178820,149327,5058,5629,15166,12995,2020,06,CA,12
749549,39.9,315292,21563,3660,263647,9658,56427,371779,377770,107744,167515,129965,77127,52838,162910,144616,96186,48430,57960,84785,134313,162848,107584,629598,72929,48131,741042,8163,9895,150940,142996,1309,1109,9473,8883,2020,06,CA,14
736400,30.7,384975,40414,9106,67355,1566,58239,367611,368789,103448,171456,84845,32395,52450,179909,81456,35920,45536,135820,107906,135887,41049,16364,552051,110604,23098,715422,36463,47193,149214,144119,6015,6737,11423,13231,2020,06,CA,16
744487,40.2,446441,15985,3002,184990,2351,50013,371063,373424,107578,183161,104341,54573,49768,182113,113093,65599,47494,29529,55855,100654,161515,178353,610684,80238,61092,729899,9625,13661,210332,204772,1041,934,6959,6016,2020,06,CA,18
713346,30.1,455541,27431,7905,24276,938,60308,376118,337228,142562,164631,101972,28587,73385,140580,89331,28609,60722,158498,114049,104227,28352,11239,532389,137146,22086,674272,48377,57705,170946,158992,3173,3186,7016,6596,2020,06,CA,21
748143,34.3,509382,46947,8173,39325,1161,62824,378741,369402,55121,223333,51340,24157,27183,218856,51405,27286,24119,80201,127098,166461,67392,36037,579468,115966,29245,728182,36557,44811,212496,204858,5242,6600,15545,15678,2020,06,CA,23
710525,36.3,428733,57091,6933,61515,1593,56659,354052,356473,53219,196592,63070,38832,24238,193544,71724,45560,26164,66332,106220,155464,87847,44352,557861,113284,35446,698811,19748,22434,191391,189511,6113,8027,20197,20513,2020,06,CA,25
711767,41.8,260318,30683,3378,282285,1490,44243,345064,366703,100058,154605,119372,75933,43439,156693,144654,95873,48781,71504,92161,125908,138330,92915,600058,96308,35357,700288,9524,11124,117444,116711,2193,2055,12260,12913,2020,06,CA,27
773221,39.7,472273,40758,3199,100050,1153,54975,379392,393829,93591,187787,113339,70455,42884,190366,128896,85220,43676,60150,91442,154977,162084,88868,645956,87874,38971,765289,19736,23004,211083,214011,2687,2982,17710,16313,2020,06,CA,30
